Barcode,SubSection,Artical,Size,Qty,MRP
2107DR3126,FS-SHIRT,7572F,M,1,2499
2107DR3375,FS-SHIRT,7572F,XL,1,2499
2107DR3326,FS-SHIRT,7572F,XL,1,2499
201214517,FS-SHIRT,7327F,S,1,2499
2309DR2753,FS-SHIRT,9051F,M,1,2999
2309DR2783,FS-SHIRT,9051F,XL,1,2999
2309DR2800,FS-SHIRT,9051F,XXL,1,2999
190413857,FS-SHIRT,5326F,3XL,1,1799
21081059,FS-SHIRT,7571F,L,1,2499
2309DR480,FS-SHIRT,8856F,L,1,2999
2305DR10375,FM SHIRT,FM1016,M,1,2499
2305DR10410,FM SHIRT,FM1017,S,1,2499
2305DR10371,FM SHIRT,FM1016,M,1,2499
2308DR712,FM SHIRT,FM1025,L,1,2499
2305DR10420,FM SHIRT,FM1017,L,1,2499
2308DR692,FM SHIRT,FM1025,S,1,2499
2308DR492,FM SHIRT,FM1036,M,1,2499
2308DR497,FM SHIRT,FM1036,L,1,2499
2308DR508,FM SHIRT,FM1036,XL,1,2499
2308DR478,FM SHIRT,FM1036,S,1,2499
2302DR4632,HS-SHIRT,HS9066,XXL,1,2999
2302DR4605,HS-SHIRT,HS9066,XL,1,2999
23034833,HS-SHIRT,HS9159,XXL,1,2999
2309DR2793,FS-SHIRT,9051F,XL,1,2999
2309DR2799,FS-SHIRT,9051F,XXL,1,2999
2309DR2742,FS-SHIRT,9051F,M,1,2999
23101644,FS-SHIRT,9271F,XL,1,2999
23101593,FS-SHIRT,9271F,M,1,2999
2308DR3991,FS-SHIRT,9263FC,XL,1,2999
2308DR3938,FS-SHIRT,9263FC,M,1,2999
2208DR12266,FS-SHIRT,8834F,M,1,2999
2309DR2765,FS-SHIRT,9051F,L,1,2999
2309DR2791,FS-SHIRT,9051F,XL,1,2999
2309DR2745,FS-SHIRT,9051F,M,1,2999
2309DR2801,FS-SHIRT,9051F,XXL,1,2999
23101646,FS-SHIRT,9271F,XL,1,2999
23101653,FS-SHIRT,9271F,XXL,1,2999
23101615,FS-SHIRT,9271F,L,1,2999
2308DR676,FM SHIRT,FM1027,L,1,2499
2308DR660,FM SHIRT,FM1027,S,1,2499
2308DR670,FM SHIRT,FM1027,M,1,2499
2310DR1674,FS-SHIRT,9463F,L,1,2499
19091256,FS-SHIRT,5673F,XL,1,2499
77710019418,FS-SHIRT,F5433,4XL,1,2099
19088984,FS-SHIRT,F5420,4XL,1,2099
77710019513,FS-SHIRT,F5447,4XL,1,2099
77710024846,FS-SHIRT,3535,3XL,1,1799
77710022970,FS-SHIRT,5400F,3XL,1,2599
20062111,FS-SHIRT,SHIRT1299,3XL,1,1399
19042281,HS-SHIRT,5460-HS,3XL,1,1999
77710019496,FS-SHIRT,F5445,3XL,1,2099
2210DR5274,FS-SHIRT,8779FL,XXL,1,2599
2210DR6562,FS-SHIRT,8808FC,XXL,1,2599
2210DR7319,FS-SHIRT,8797FC,XXL,1,2599
2209DR3017,FS-SHIRT,8763FC,XXL,1,2499
2310DR5790,FS-SHIRT,9486FC,XXL,1,2999
2309DR6752,FS-SHIRT,9272FC,XXL,1,2999
2201DR3974,FS-SHIRT,8775FL,XXL,1,2499
2308DR5395,FM SHIRT,FM1028,M,1,2599
2308DR5385,FM SHIRT,FM1028,S,1,2599
2308DR5410,FM SHIRT,FM1028,L,1,2599
2308DR518,FM SHIRT,FM1021,S,1,2499
2308DR546,FM SHIRT,FM1021,XL,1,2499
2308DR526,FM SHIRT,FM1021,M,1,2499
2308DR984,FM SHIRT,FM1039,S,1,2499
2308DR1004,FM SHIRT,FM1039,L,1,2499
2308DR996,FM SHIRT,FM1039,M,1,2499
2310DR1075,FS-SHIRT,9458F,M,1,2499
2305DR7508,FM SHIRT,FM1007,S,1,2499
2305DR10382,FM SHIRT,FM1016,M,1,2499
2308DR942,FM SHIRT,FM1037,S,1,2499
2305DR10369,FM SHIRT,FM1016,S,1,2499
2305DR10384,FM SHIRT,FM1016,L,1,2499
2305DR10367,FM SHIRT,FM1016,S,1,2499
2310DR1847,FS-SHIRT,9465F,L,1,2499
2310DR1469,FS-SHIRT,9461F,XL,1,2499
2308DR1039,FM SHIRT,FM1040,L,1,2499
2308DR1043,FM SHIRT,FM1040,XL,1,2499
2305DR10795,FM SHIRT,FM1049,S,1,2399
2305DR10868,FM SHIRT,FM1056,S,1,2399
2305DR11002,FM SHIRT,FM1065,M,1,2499
2310DR10714,FM SHIRT,FM1084,M,1,2499
2308DR5259,FM SHIRT,FM1066,S,1,2599
2305DR11020,FM SHIRT,FM1065,L,1,2499
2308DR5279,FM SHIRT,FM1066,L,1,2599
2308DR5287,FM SHIRT,FM1066,XL,1,2599
2305DR10995,FM SHIRT,FM1065,S,1,2499
2310DR10466,FM SHIRT,FM1079,XL,1,2499
2310DR1385,FS-SHIRT,9460F,XL,1,2499
2310DR1540,FS-SHIRT,9462F,L,1,2499
2310DR1490,FS-SHIRT,9462F,M,1,2499
2305DR10816,FM SHIRT,FM1049,L,1,2399
2305DR10806,FM SHIRT,FM1049,M,1,2399
2308DR1015,FM SHIRT,FM1040,S,1,2499
2308DR5289,FM SHIRT,FM1066,XL,1,2599
2305DR11035,FM SHIRT,FM1019,S,1,2499
2305DR11058,FM SHIRT,FM1019,L,1,2499
2305DR11062,FM SHIRT,FM1019,XL,1,2499
2305DR11049,FM SHIRT,FM1019,M,1,2499
2305DR7607,FM SHIRT,FM1008,S,1,2499
2305DR7599,FM SHIRT,FM1008,S,1,2499
2305DR7633,FM SHIRT,FM1008,M,1,2499
2305DR7675,FM SHIRT,FM1008,XL,1,2499
2305DR7534,FM SHIRT,FM1007,M,1,2499
2305DR7505,FM SHIRT,FM1007,S,1,2499
2305DR7559,FM SHIRT,FM1007,L,1,2499
2310DR4982,FS-SHIRT,ACID-1550,XL,1,2999
2310DR4952,FS-SHIRT,ACID-1550,M,1,2999
2310DR4937,FS-SHIRT,9481FC,L,1,2999
2310DR4957,FS-SHIRT,ACID-1550,M,1,2999
2310DR4824,FS-SHIRT,ACID-1548,L,1,2999
2310DR4834,FS-SHIRT,ACID-1548,XL,1,2999
2310DR4815,FS-SHIRT,ACID-1548,M,1,2999
2310DR4923,FS-SHIRT,9481FC,M,1,2999
2310DR4966,FS-SHIRT,ACID-1550,M,1,2999
2310DR4987,FS-SHIRT,ACID-1550,XL,1,2999
2310DR4991,FS-SHIRT,ACID-1550,XXL,1,2999
2308DR3679,DENIM,D1572B,32,1,4599
2209DR1714,DENIM,D1463,32,1,4499
2306DR3601,DENIM,D1550,32,1,4599
2306DR7828,DENIM,D1568A,32,1,4499
2306DR7175,DENIM,D1517,32,1,4499
2306DR1588,DENIM,D1551,32,1,4599
2310DR2423,DENIM,D1553A,32,1,4499
2310DR2438,DENIM,D1553A,32,1,4499
2304DR14842,DENIM,D1529,32,1,4499
2305DR466,DENIM,D1526,32,1,4499
2210342,CARGO,CARGO24,38,1,4199
2210316,CARGO,CARGO25,36,1,3999
2101287,COTTON TROUSER,CT2599,40,1,2799
20123349,COTTON TROUSER,CT837,38,1,3699
2305DR6093,COTTON TROUSER,CT983,38,1,4699
2305DR8275,COTTON TROUSER,CT986,38,1,4699
2305DR5392,COTTON TROUSER,CT979,38,1,4699
2307DR4379,DENIM,D1569,28,1,4499
2308DR7310,DENIM,D1555,28,1,4299
2306DR3390,DENIM,D1539,28,1,4599
2303DR270,DENIM,D1510,28,1,4499
2310DR3414,DENIM,D1556,28,1,4499
2310DR2395,DENIM,D1553A,28,1,4499
2309DR1735,DENIM,D1577,28,1,4499
2306DR6835,DENIM,D1533,28,1,4399
2306DR8072,DENIM,D1569,28,1,4499
2307DR4444,DENIM,D1568A,28,1,4499
2207236,DENIM,D1449,38,1,4699
2204DR598,DENIM,D1422B,38,1,4699
2211DR235,WAIST COAT,J5214,M,1,4499
2208DR3270,DENIM,D1457,38,1,4699
2208DR3227,DENIM,D1457,38,1,4699
2207DR1647,DENIM,D1442,38,1,4799
2212DR876,DENIM,D1489,38,1,4599
2205DR1061,DENIM,D1431,38,1,4699
2211DR3206,DENIM,D1486,38,1,4799
2312DR2747,DENIM,D1587A,38,1,4699
2211DR2270,DENIM,D1484,38,1,4799
2207DR1316,DENIM,D1440,38,1,4699
2306DR3579,DENIM,D1550,32,1,4599
2310DR2405,DENIM,D1553A,30,1,4499
2303DR2710,DENIM,D1513,30,1,4599
2310DR3427,DENIM,D1556,30,1,4499
2209DR1691,DENIM,D1463,30,1,4499
2303DR5764,DENIM,D1517,30,1,4499
2306DR2987,DENIM,D1542,30,1,4599
2309DR1766,DENIM,D1578,28,1,4499
2306DR6857,DENIM,D1532,28,1,4399
2209DR2203,DENIM,D1464,36,1,4499
2303DR5910,DENIM,D1517,36,1,4499
2304DR1416,DENIM,D1518,36,1,4499
2211DR897,DENIM,D1483,36,1,4499
2209DR3247,DENIM,D1466,36,1,4499
2208DR4544,DENIM,D1458,38,1,4699
2304DR10241,DENIM,D1525,36,1,4499
2303DR5985,DENIM,D1516,36,1,4599
2209DR1882,DENIM,D1463,36,1,4499
2304DR15602,DENIM,D1529,36,1,4499
2304DR9494,DENIM,D1524,36,1,4499
2312DR2669,DENIM,D1587A,30,1,4499
2306DR3608,DENIM,D1550,34,1,4599
2304DR15028,DENIM,D1529,32,1,4499
2304DR10182,DENIM,D1525,34,1,4499
2305DR524,DENIM,D1526,34,1,4499
2212DR1192,DENIM,D1491,34,1,4599
2304DR14706,DENIM,D1529,30,1,4499
2310DR11453,DENIM,D1531,28,1,4499
2212DR1221,DENIM,D1491,34,1,4599
2209DR3228,DENIM,D1466,34,1,4499
2305DR228,DENIM,D1530,34,1,4499
2302DR1014,DENIM,D1502,32,1,4599
2310DR2742,DENIM,D1553B,30,1,4499
2310DR9349,DENIM,D1534,30,1,4499
2306DR7422,DENIM,D1510,30,1,4499
2308DR7326,DENIM,D1555,30,1,4299
2205DR788,DENIM,D1431,30,1,4499
2308DR7065,DENIM,D1570,30,1,4299
2304DR14628,DENIM,D1496,30,1,4599
2306DR7939,DENIM,D1569,30,1,4499
2304DR14944,DENIM,D1529,32,1,4499
2304DR9805,DENIM,D1525,32,1,4499
2208DR4105,DENIM,D1454,32,1,4499
2304DR10857,DENIM,D1527,32,1,4499
2304DR4251,DENIM,D1518,32,1,4499
2308DR4950,DENIM,D1572,30,1,4599
2304DR13382,DENIM,D1522,30,1,4599
2306DR3666,DENIM,D1549,30,1,4599
2310DR11487,DENIM,D1556B,30,1,4499
2308DR3448,DENIM,D1573,30,1,4599
2304DR13221,DENIM,D1528,30,1,4499
2305DR63,DENIM,D1530,32,1,4499
2304DR10350,DENIM,D1526,32,1,4499
2208DR4129,DENIM,D1454,32,1,4499
2306DR7551,DENIM,D1510,34,1,4499
2306DR7876,DENIM,D1568A,34,1,4499
2304DR13446,DENIM,D1522,34,1,4599
2212DR1600,DENIM,D1493,38,1,4599
2204DR1062,DENIM,D1426,38,1,4699
2111DR1652,DENIM,D1404,38,1,4699
2302DR8813,DENIM,D1509,36,1,4599
2302DR8922,DENIM,D1506,36,1,4599
2310DR8719,DENIM,D1531,36,1,4499
2306DR7895,DENIM,D1568A,36,1,4499
2306DR1563,DENIM,D1538,36,1,4599
2205DR7849,DENIM,D1432,36,1,4499
2209DR3628,DENIM,D1467,38,1,4699
2211DR2673,DENIM,D1486,38,1,4799
2208DR4351,DENIM,D1454,38,1,4699
2212DR890,DENIM,D1489,38,1,4599
2208DR5183,DENIM,D1462,38,1,4699
2207DR408,DENIM,D1432,38,1,4699
2208DR3249,DENIM,D1457,38,1,4699
2202DR5230,DENIM,D1418,38,1,4699
2207DR2424,DENIM,D1446,38,1,4699
2209DR1938,DENIM,D1463,38,1,4699
2208DR4297,DENIM,D1454,36,1,4499
2310DR2483,DENIM,D1553A,36,1,4499
2309DR239,DENIM,D1572B,36,1,4599
2306DR7600,DENIM,D1510,36,1,4499
2304DR4883,DENIM,D1515,36,1,4599
2310DR2270,DENIM,D1559,30,1,4499
2308DR3687,DENIM,D1572B,34,1,4599
2310DR2333,DENIM,D1559,34,1,4499
2306DR6138,DENIM,D1550,34,1,4599
2205DR1026,DENIM,D1431,36,1,4499
2302DR1309,DENIM,D1503,36,1,4599
2209DR2157,DENIM,D1464,36,1,4499
2208DR3219,DENIM,D1457,36,1,4499
2208DR3563,DENIM,D1456,36,1,4499
2312DR2700,DENIM,D1587A,34,1,4499
2304DR13307,DENIM,D1528,36,1,4499
2311DR2750,DENIM,D1585,38,1,4699
2204DR1246,DENIM,D1426A,38,1,4699
2304DR11025,DENIM,D1526,36,1,4499
2304DR10505,DENIM,D1526,32,1,4499
2310DR2474,DENIM,D1553A,34,1,4499
2306DR5712,DENIM,D1565,34,1,4599
2210DR4479,DENIM,D1477,34,1,4499
2310DR2814,DENIM,D1553B,34,1,4499
2212DR962,DENIM,D1490,34,1,4599
2304DR4326,DENIM,D1518,34,1,4499
2304DR9206,DENIM,D1524,34,1,4499
2208DR4209,DENIM,D1454,34,1,4499
2205DR957,DENIM,D1431,34,1,4499
2208DR4454,DENIM,D1458,34,1,4499
2310DR8693,DENIM,D1531,34,1,4499
2304DR13280,DENIM,D1528,34,1,4499
2306DR5050,DENIM,D1545,34,1,4599
2306DR6183,DENIM,D1551,34,1,4599
2304DR15441,DENIM,D1529,34,1,4499
2306DR3347,DENIM,D1535,30,1,4599
2304DR13224,DENIM,D1528,30,1,4499
2207256,DENIM,D1450,30,1,4499
2304DR10539,DENIM,D1526,30,1,4499
2205DR878,DENIM,D1431,32,1,4499
2208DR2934,DENIM,D1457,32,1,4499
2310DR2775,DENIM,D1553B,32,1,4499
2210DR4719,DENIM,D1477,34,1,4499
2304DR10780,DENIM,D1527,32,1,4499
2310DR2327,DENIM,D1559,32,1,4499
2208DR3039,DENIM,D1457,32,1,4499
2208DR3904,DENIM,D1455,34,1,4499
2208DR4214,DENIM,D1454,34,1,4499
21061990,CARGO,CARGO-33,32,1,3999
2305DR5851,COTTON TROUSER,CT982,34,1,4499
230615,CORE,CORE-06,30,1,2999
2304DR12695,COTTON TROUSER,CT951,30,1,3999
2305DR3036,COTTON TROUSER,CT960,30,1,4499
2305DR3053,COTTON TROUSER,CT960,30,1,4499
2305DR2540,COTTON TROUSER,CT956,30,1,4499
2305DR5633,COTTON TROUSER,CT981,30,1,4499
2305DR5944,COTTON TROUSER,CT983,30,1,4499
2205DR7293,COTTON TROUSER,CT915,30,1,4499
23043385,COTTON TROUSER,CT940,30,1,4499
23043455,COTTON TROUSER,CT940,34,1,4499
2205DR7305,COTTON TROUSER,CT915,32,1,4499
2305DR9766,COTTON TROUSER,CT994,32,1,4499
2302224,COTTON TROUSER,CT923,32,1,4499
2305DR3528,COTTON TROUSER,CT971,32,1,4499
2305DR5678,COTTON TROUSER,CT981,32,1,4499
2306744,CORE,CORE-10,34,1,2999
23043324,COTTON TROUSER,CT939,34,1,4499
19031373,COTTON TROUSER,RFD-06,40,1,2899
2305DR9701,COTTON TROUSER,CT994,30,1,4499
2305DR5714,COTTON TROUSER,CT981,34,1,4499
2205DR7325,COTTON TROUSER,CT915,34,1,4499
2305DR8159,COTTON TROUSER,CT986,34,1,4499
23043094,CORE,CORE-01,34,1,2999
20128714,COTTON TROUSER,CT843,38,1,3699
19031013,COTTON TROUSER,RFD-45,40,1,2899
1903645,COTTON TROUSER,RFD-26,40,1,2899
1903649,COTTON TROUSER,RFD-26,40,1,2899
19062992,COTTON TROUSER,RFD-105,40,1,2899
19063111,COTTON TROUSER,RFD-106,40,1,2899
77710007867,COTTON TROUSER,CT446,40,1,2399
20063198,COTTON TROUSER,CT2599,40,1,2799
19094236,COTTON TROUSER,CT2499,40,1,2699
77710023049,COTTON TROUSER,CT555,40,1,2699
2109896,COTTON TROUSER,CT2599,40,1,2799
77710014453,COTTON TROUSER,CT198,40,1,2299
77710023073,COTTON TROUSER,CT565,40,1,2699
77710008503,COTTON TROUSER,CT523,40,1,2699
77710008536,COTTON TROUSER,CT525,40,1,2399
19052349,COTTON TROUSER,CT582,40,1,2799
2111DR6451,COTTON TROUSER,CT772,38,1,3199
2111DR6231,COTTON TROUSER,CT780,38,1,3199
23061369,CORE,CORE-15,38,1,3199
2306372,CORE,CORE-07,38,1,3199
2302389,COTTON TROUSER,CT923,38,1,4699
2306156,CORE,CORE-06,36,1,2999
23044428,COTTON TROUSER,CT957,36,1,3999
2305DR5909,COTTON TROUSER,CT982,36,1,4499
2302363,COTTON TROUSER,CT923,36,1,4499
2304DR12747,COTTON TROUSER,CT951,36,1,3999
2302727,COTTON TROUSER,CT925,36,1,4499
23043506,COTTON TROUSER,CT940,36,1,4499
2305DR9894,COTTON TROUSER,CT994,36,1,4499
2304DR12527,COTTON TROUSER,CT943,36,1,3999
2302368,COTTON TROUSER,CT923,36,1,4499
2305DR6065,COTTON TROUSER,CT983,36,1,4499
23043105,CORE,CORE-01,36,1,2999
2305DR8237,COTTON TROUSER,CT986,36,1,4499
2305DR3225,COTTON TROUSER,CT960,36,1,4499
2305DR5770,COTTON TROUSER,CT981,36,1,4499
21062059,CARGO,CARGO-34,32,1,3999
21062072,CARGO,CARGO-34,32,1,3999
21062114,CARGO,CARGO-34,36,1,3999
2210319,CARGO,CARGO25,38,1,4199
2205951,CARGO,CARGO-33,36,1,3999
2402922,COTTON-LOWER,L0004,XL,1,2999
24021152,COTTON-LOWER,L0007,XXL,1,2999
24021120,COTTON-LOWER,L0007,XL,1,2999
24021028,COTTON-LOWER,L0005,XXL,1,2999
20094143,LOWER,L1699,3XL,1,1599
2104DR40,CARGO,ARMY-01,30,1,3995
2402975,COTTON-LOWER,L0005,L,1,2999
2203DR6295,LOWER,L428,M,1,2499
2302DR6967,LOWER,L428,M,1,2499
2203DR5975,LOWER,L426,M,1,2499
2203DR6296,LOWER,L428,M,1,2499
2302DR6459,LOWER,L427,L,1,2499
2302DR7098,LOWER,L428,L,1,2499
2302DR7079,LOWER,L428,L,1,2499
2204DR2795,LOWER,L426,L,1,2499
2204DR2898,LOWER,L426,XL,1,2499
2302DR7441,LOWER,L428,XXL,1,2499
2302DR6216,LOWER,L426,XXL,1,2499
2302DR7565,LOWER,L428,3XL,1,2599
2302DR7594,LOWER,L428,3XL,1,2599
2302DR6602,LOWER,L427,XL,1,2499
2203DR5857,LOWER,L425,XL,1,2499
2302DR6726,LOWER,L427,XL,1,2499
2302DR5946,LOWER,L426,XL,1,2499
2302DR6054,LOWER,L426,XL,1,2499
2302DR6690,LOWER,L427,XL,1,2499
2302DR6034,LOWER,L426,XL,1,2499
2302DR6099,LOWER,L426,XL,1,2499
2302DR8075,LOWER,L425,XXL,1,2499
2302DR6873,LOWER,L427,XXL,1,2499
2302DR7427,LOWER,L428,XXL,1,2499
2302DR7570,LOWER,L428,3XL,1,2599
2302DR7691,LOWER,L425,M,1,2499
2302DR6518,LOWER,L427,L,1,2499
2302DR5882,LOWER,L426,L,1,2499
2302DR7732,LOWER,L425,L,1,2499
2302DR6535,LOWER,L427,L,1,2499
2302DR7156,LOWER,L428,L,1,2499
2204DR2751,LOWER,L426,L,1,2499
2203DR5960,LOWER,L426,M,1,2499
2302DR6374,LOWER,L427,M,1,2499
2302DR5748,LOWER,L426,M,1,2499
2302DR6314,LOWER,L427,M,1,2499
2302DR7015,LOWER,L428,M,1,2499
2403DR2482,LOWER,L0016,L,1,2999
2203DR5754,LOWER,L425,L,1,2499
2204DR2819,LOWER,L426,L,1,2499
24021160,COTTON-LOWER,L0007,3XL,1,3199
2207DR3774,BOXER,B-0020,L,1,599
2207DR4354,BOXER,B-0022,L,1,599
